"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","308XBLVESJ0IZP6QA1IPHAW4FEKRBW","A2YI5A68V3IKWS","Approved","Fri Jan 11 04:55:37 PST 2019","Fri Jan 11 04:58:21 PST 2019","Mon Jan 14 04:58:21 PST 2019","2019-01-11 15:53:56 UTC","","","164","100% (1/1)","100% (1/1)","100% (1/1)","125498747139915548746213215762628478876421316498794631387646513879616874471418172829639628178474951623165474981563391987421519791962651949919186132164979846532154189","553545454556674714212454677973891362419345197289726481352894736791345894342761925349434544643944634459743167943349464348464345972334719174846931720210510420454649850","4431255446426577968342132217322619730549898769845621320481448185295195213545136545174911182314195199508195192412951951951098871651919894729447956849904954293495847965"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","31LVTDXBL86UCYS21E7JVDS9R8XRLI","A3U0FC89W4JUZ1","Approved","Fri Jan 11 04:45:21 PST 2019","Fri Jan 11 04:46:57 PST 2019","Mon Jan 14 04:46:57 PST 2019","2019-01-11 15:53:56 UTC","","","96","100% (1/1)","100% (1/1)","100% (1/1)","79874684354368756432135468789784564564987987564654768798784756435468798798769854564674987987982734872348731298457349857389244556344695783294857893745893724589346554329847592384759823","12132132145321254546798565523124575412124154878545421245487874989565232365548756431561947979494561613135247498789785646313616497989889889787487487454521231361646485748797984561451323245648","3294872394872398472893448234873489574589674598677589677956877896688767678966877898677898977889978578756968765649756897754677645677898457696345678623487569387456234957823984579238745963847589237"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","320DUZ38G8IXSIVOII1UGU1AL9HJGA","A39SK1E6IMQBD5","Approved","Fri Jan 11 00:07:54 PST 2019","Fri Jan 11 00:10:09 PST 2019","Mon Jan 14 00:10:09 PST 2019","Fri Jan 11 07:53:56 PST 2019","","","135","100% (1/1)","100% (1/1)","100% (1/1)","1234556678899998776655443321234567889999887765543211234567899987665443222345677899987654322112334567899987654321234567899876543221246789975434567","7774664666465455344344233233133323445355664677758886999995988477663655244443434455466656777575757575858858585874763663552552637447488387728828832","8971059836208756061209865798328471098263508763487159698376105862398650763458714687026508326805716039281658076087123608756086423098156980230589189"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","33IZTU6J82X1D794UMACWHSSKJQXSY","A1OAPKSCEYJC37","Approved","Fri Jan 11 04:43:20 PST 2019","Fri Jan 11 04:45:31 PST 2019","Mon Jan 14 04:45:31 PST 2019","Fri Jan 11 07:53:56 PST 2019","","","131","100% (1/1)","100% (1/1)","100% (1/1)","123354789553547453335457252637465372725272464783645162654647438363547383635228364546477882312377575643764536365360736525291016374576","1553637848466575893289191374859696086353536378389939373645641718394984746464647752423273811553637373353546737355262717263726363636666","6648252415113648845765352727155263645454738281143526647485736352272700283737937646071163633564748383837364173645657585888446464664646"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","33OOO72IVIHEP9BOSQJFS934LJMCT4","AERCBIBZIEM7H","Approved","Fri Jan 11 00:57:51 PST 2019","Fri Jan 11 00:59:45 PST 2019","Mon Jan 14 00:59:45 PST 2019","2019-01-11 15:53:56 UTC","","","114","100% (2/2)","100% (2/2)","100% (2/2)","878654456533456786543345678900912190000912123312233097423456789901122452964345670975432467889976544333223456778875433456268","8348643501089475659391847557487587463578643119847586876374579847563456765176816548723658759847548754765764365678736487236487","3764763247632879468276483765879356858754685487634765837468723646832764238478937490579345873645873645786847658346578465873492"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","345LHZDEDYO5CMUUZ2YO42LCYK03U8","A151ZPJYBMOHA1","Approved","Thu Jan 10 22:51:08 PST 2019","Thu Jan 10 22:53:24 PST 2019","Sun Jan 13 22:53:24 PST 2019","Fri Jan 11 07:53:57 PST 2019","","","136","100% (2/2)","100% (2/2)","100% (2/2)","87542586533699876546789887665543224578686743345789982580753370742578086436746480864243709989987654322454333459753599765534680987688765438668878799","60492928747586082745950392828405069726281039857684930209348757657578002937756372892945867589302039857767584930020499686885955959959493992020398573","76895884074289347532894768956893463672649858349853409267389067563745734280975349263957666666666582490583908769247648958484858856009594889223995869"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","34YB12FSQZKNTQ19LFEMWMTRP2VGMS","AXWSV77TU4QIW","Approved","Thu Jan 10 22:07:21 PST 2019","Thu Jan 10 22:09:37 PST 2019","Sun Jan 13 22:09:37 PST 2019","Fri Jan 11 07:53:57 PST 2019","","","136","100% (1/1)","100% (1/1)","100% (1/1)","55443221112334455566767788899900998877665444322112344556566678909876543456789876543456787654345678765432345676543223456787654321234567876543212233344556654432121234345667788","13242526373737384849595505050609685757546445353434342526171781819203404059487464535353546475859590506066096857564645454647585959505050504948437347363636637474848","165545432638326237295236537853542583453498572375959753687583582352807955083524890138708498473376373676473376473637463743643543545467362782989832939232826474675573853785373"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","35BLDD71I7T6AUQNPZ324PSARNIZV2","A1BWY44D5G9HBQ","Approved","Fri Jan 11 04:49:25 PST 2019","Fri Jan 11 04:51:28 PST 2019","Mon Jan 14 04:51:28 PST 2019","Fri Jan 11 07:53:57 PST 2019","","","123","100% (2/2)","100% (2/2)","100% (2/2)","55555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555","454545445454646464891918115424114561515456151654615154646161646164616461545415124564548494161642161446151546546146461541561545461616156146156165151515161616156116","474849849849849849849848464646846846846849848467868747864868468949846894844645414124612416524165411215156415615152125616565165151561651651651614641654614"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","35DR22AR5EGXTQOP479BO9KGS2OX31","A2LFM01A16YPKG","Approved","Thu Jan 10 23:45:16 PST 2019","Thu Jan 10 23:46:16 PST 2019","Sun Jan 13 23:46:16 PST 2019","Fri Jan 11 07:53:57 PST 2019","","","60","100% (2/2)","100% (2/2)","100% (2/2)","798967897879869786698798679867698767989867986778667899876986776898679876987896987786967696769786783673227827986762327828763276019877891698177891987918","3989233289838293284847747919471757957197579595798484849298492049890909090990849090832098209843290401858548541750134805180485051804808018040480841804081","1809418709484757918097857090987870948754109875805378187548098452809098509480298057454889054094857589657908298728945874892854845737889893820970543209840"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","39L1G8WVWRNP3P3WXEO4T0GFNN1317","A27JY3V78RDGFY","Approved","Thu Jan 10 22:47:39 PST 2019","Thu Jan 10 22:49:23 PST 2019","Sun Jan 13 22:49:23 PST 2019","Fri Jan 11 07:53:57 PST 2019","","","104","100% (1/1)","100% (1/1)","100% (1/1)","123465797984516321124319785461324546798454613245768412365478974569331456987454787845454432649754312456798494651203467984542164654546161464945546794821","1236547896325874123654789632587412365478975421346578495461324576948946512136497542136497845461324787964513246457985283942136457894254","457984546132457984546312457894651234657849643124576987546131245798456132458794123654789874563214569874563214569874563214544789312587578185"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","39ZSFO5CA9SGX0WJ2NQBK921UISJU8","A2ZPPP0XVV8C0W","Approved","Fri Jan 11 04:00:25 PST 2019","Fri Jan 11 04:02:18 PST 2019","Mon Jan 14 04:02:18 PST 2019","Fri Jan 11 07:53:57 PST 2019","","","113","100% (1/1)","100% (1/1)","100% (1/1)","12547982452255479554365478954215522666598874542266478954251264825558525959847584511236598874515523659758545422515636969695885555542541254112555668","64455975865652543431655978656565331214579895653131526567985515545477464343164697643482828287979898673734515282579676434215288797674434215252887575","57527592765279191793897815617895175579799559776695899541954158479547159145614651472651465416514541754151451652165214958418954895456412651426412485"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","3A0EX8ZRN9KRWQICOWAJP6P1I05BYM","AFAMMWWI07JTE","Approved","Fri Jan 11 01:01:38 PST 2019","Fri Jan 11 01:04:11 PST 2019","Mon Jan 14 01:04:11 PST 2019","Fri Jan 11 07:53:57 PST 2019","","","153","100% (1/1)","100% (1/1)","100% (1/1)","15462581325412598741236596523145621360123654895632145698725310230123012362105984136954210239851647851","15431964324121594372154637245164324151643124516431542136987542130012346774815461349124316421346194212","18273647283904837263547103849504837283452793421641346915427316457231649572136421534258471598623789511"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","3A1COHJ8NKRM8XUGBKMLC44XKYQH8D","A11BLQKVW1951L","Approved","Thu Jan 10 22:57:57 PST 2019","Thu Jan 10 23:00:29 PST 2019","Sun Jan 13 23:00:29 PST 2019","Fri Jan 11 07:53:57 PST 2019","","","152","100% (1/1)","100% (1/1)","100% (1/1)","87565789686535679887898765467890876543345321234567788754326789097645689098754321467890975434678964234324567","46483756667878756563524225263647475768679988786756545343423242637745868787877756433537578686878777767565674","88475802375802305823458376582687523543981738998498123758023465838397948798357984598347598379857398759834594"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","3BC8WZX3V4S5FWNF6Y4FHP18XY4RRM","A24JKHC4HTY6CD","Approved","Thu Jan 10 22:09:07 PST 2019","Thu Jan 10 22:11:54 PST 2019","Sun Jan 13 22:11:54 PST 2019","Fri Jan 11 07:53:58 PST 2019","","","167","100% (1/1)","100% (1/1)","100% (1/1)","21315465497121321674987745654654779754654321341797965461321657987954652134979876541541812312544548882","12132187876541321321678797613215498798463541321674987976532165798461674987734132216746521234567896542","154654987872313216798461321354975432132132132131657987652164987865413121899676516316876843523215249547"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","3BDCF01OGYQ39Z4OF9ZD39L6UV2YLH","A2NOWOJMZ4WNPD","Approved","Fri Jan 11 03:21:03 PST 2019","Fri Jan 11 03:22:43 PST 2019","Mon Jan 14 03:22:43 PST 2019","Fri Jan 11 07:53:58 PST 2019","","","100","100% (2/2)","100% (2/2)","100% (2/2)","777972174646187183746589302011997765543442662728033123653442628729010192838735456267278191827363536712818999877655431135123456789098765431234567890987654","193288329812974270717490274920730470171901011429075820740274755620122374826487218247843671874681823828929377474929010101299384747567382910010202837482918377","57832657384678265478167816475173465781587190203891274782657521278571868473578545721820000288962785436745438745723411721821737681237126786489964329513284214"
"385MDVINFCBR2KOV7L0BDDRC25MWJU","3D9FS1R54IA66WEM14PJPWDLZKR13X","Please type some random numbers!","Help generate a dataset of human-typed random numbers","random number","$0.05","Thu Jan 10 22:03:06 PST 2019","51","BatchId:3496338;OriginalHitTemplateId:928390912;","180","259200","Sun Jan 13 07:53:35 PST 2019","","","3BGYGHDBBYG77SP9CIADF9LS9GU22T","AXHB9NHLJG55P","Approved","Fri Jan 11 05:13:00 PST 2019","Fri Jan 11 05:15:21 PST 2019","Mon Jan 14 05:15:21 PST 2019","Fri Jan 11 07:53:58 PST 2019","","","141","100% (1/1)","100% (1/1)","100% (1/1)","55555541232323232323232526252896541235698545874521452589652145698547589654712359854123659823154678965","45214521452325412547856958585874523256325452145214521452365985632587524123658958532102548962145258745","54123652145236526589523562356985632541236523658963541236589785698541254854785632585412563255874525852"
